id,label,subPropertyOf,equivalentProperty,subproperties,domainIncludes,rangeIncludes,inverseOf,supersedes,supersededBy,isPartOf
https://schema.org/letterer,letterer,,,,"https://schema.org/ComicIssue, https://schema.org/ComicStory, https://schema.org/VisualArtwork",https://schema.org/Person,,,,https://bib.schema.org
https://schema.org/license,license,,,,https://schema.org/CreativeWork,"https://schema.org/CreativeWork, https://schema.org/URL",,,,
https://schema.org/line,line,,,,https://schema.org/GeoShape,https://schema.org/Text,,,,
https://schema.org/linkRelationship,linkRelationship,,,,https://schema.org/LinkRole,https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/liveBlogUpdate,liveBlogUpdate,,,,https://schema.org/LiveBlogPosting,https://schema.org/BlogPosting,,,,
https://schema.org/loanMortgageMandateAmount,loanMortgageMandateAmount,,,,https://schema.org/MortgageLoan,https://schema.org/MonetaryAmount,,,,https://pending.schema.org
https://schema.org/loanPaymentAmount,loanPaymentAmount,,,,https://schema.org/RepaymentSpecification,https://schema.org/MonetaryAmount,,,,https://pending.schema.org
https://schema.org/loanPaymentFrequency,loanPaymentFrequency,,,,https://schema.org/RepaymentSpecification,https://schema.org/Number,,,,https://pending.schema.org
https://schema.org/loanRepaymentForm,loanRepaymentForm,,,,https://schema.org/LoanOrCredit,https://schema.org/RepaymentSpecification,,,,https://pending.schema.org
https://schema.org/loanTerm,loanTerm,https://schema.org/duration,,,https://schema.org/LoanOrCredit,https://schema.org/QuantitativeValue,,,,
https://schema.org/loanType,loanType,,,,https://schema.org/LoanOrCredit,"https://schema.org/Text, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/location,location,,,"https://schema.org/course, https://schema.org/entertainmentBusiness, https://schema.org/exerciseCourse, https://schema.org/foodEstablishment, https://schema.org/foodEvent, https://schema.org/fromLocation, https://schema.org/homeLocation, https://schema.org/itemLocation, https://schema.org/sportsActivityLocation, https://schema.org/sportsEvent, https://schema.org/toLocation, https://schema.org/workLocation","https://schema.org/Action, https://schema.org/Event, https://schema.org/InteractionCounter, https://schema.org/Organization","https://schema.org/Place, https://schema.org/PostalAddress, https://schema.org/Text, https://schema.org/VirtualLocation",,,,
https://schema.org/locationCreated,locationCreated,,,,https://schema.org/CreativeWork,https://schema.org/Place,,,,
https://schema.org/lodgingUnitDescription,lodgingUnitDescription,,,,https://schema.org/LodgingReservation,https://schema.org/Text,,,,
https://schema.org/lodgingUnitType,lodgingUnitType,,,,https://schema.org/LodgingReservation,"https://schema.org/QualitativeValue, https://schema.org/Text",,,,
https://schema.org/logo,logo,https://schema.org/image,,,"https://schema.org/Brand, https://schema.org/Certification, https://schema.org/Organization, https://schema.org/Place, https://schema.org/Product, https://schema.org/Service","https://schema.org/ImageObject, https://schema.org/URL",,,,
https://schema.org/longitude,longitude,,,,"https://schema.org/GeoCoordinates, https://schema.org/Place","https://schema.org/Number, https://schema.org/Text",,,,
https://schema.org/loser,loser,https://schema.org/participant,,,https://schema.org/WinAction,https://schema.org/Person,,,,
https://schema.org/lowPrice,lowPrice,,,,https://schema.org/AggregateOffer,"https://schema.org/Number, https://schema.org/Text",,,,
https://schema.org/lyricist,lyricist,,,,https://schema.org/MusicComposition,https://schema.org/Person,,,,
https://schema.org/lyrics,lyrics,,,,https://schema.org/MusicComposition,https://schema.org/CreativeWork,,,,
https://schema.org/mainContentOfPage,mainContentOfPage,,,,https://schema.org/WebPage,https://schema.org/WebPageElement,,https://schema.org/aspect,,
https://schema.org/mainEntity,mainEntity,https://schema.org/about,,,https://schema.org/CreativeWork,https://schema.org/Thing,https://schema.org/mainEntityOfPage,,,
https://schema.org/mainEntityOfPage,mainEntityOfPage,,,,https://schema.org/Thing,"https://schema.org/CreativeWork, https://schema.org/URL",https://schema.org/mainEntity,,,
https://schema.org/maintainer,maintainer,,,,https://schema.org/CreativeWork,"https://schema.org/Organization, https://schema.org/Person",,,,https://pending.schema.org
https://schema.org/makesOffer,makesOffer,,,,"https://schema.org/Organization, https://schema.org/Person",https://schema.org/Offer,https://schema.org/offeredBy,,,
https://schema.org/manufacturer,manufacturer,,,,https://schema.org/Product,https://schema.org/Organization,,,,
https://schema.org/map,map,,,,https://schema.org/Place,https://schema.org/URL,,,https://schema.org/hasMap,
https://schema.org/mapType,mapType,,,,https://schema.org/Map,https://schema.org/MapCategoryType,,,,
https://schema.org/maps,maps,,,,https://schema.org/Place,https://schema.org/URL,,,https://schema.org/hasMap,
https://schema.org/marginOfError,marginOfError,,,,https://schema.org/Observation,https://schema.org/QuantitativeValue,,,,https://pending.schema.org
https://schema.org/masthead,masthead,https://schema.org/publishingPrinciples,,,https://schema.org/NewsMediaOrganization,"https://schema.org/CreativeWork, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/material,material,,,"https://schema.org/artMedium, https://schema.org/surface","https://schema.org/CreativeWork, https://schema.org/Product","https://schema.org/Product, https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/materialExtent,materialExtent,,,,https://schema.org/CreativeWork,"https://schema.org/QuantitativeValue, https://schema.org/Text",,,,https://pending.schema.org
https://schema.org/mathExpression,mathExpression,,,,https://schema.org/MathSolver,"https://schema.org/SolveMathAction, https://schema.org/Text",,,,https://pending.schema.org
https://schema.org/maxPrice,maxPrice,,,,https://schema.org/PriceSpecification,https://schema.org/Number,,,,
https://schema.org/maxValue,maxValue,,,,"https://schema.org/MonetaryAmount, https://schema.org/PropertyValue, https://schema.org/PropertyValueSpecification, https://schema.org/QuantitativeValue",https://schema.org/Number,,,,
https://schema.org/maximumAttendeeCapacity,maximumAttendeeCapacity,,,,"https://schema.org/Event, https://schema.org/Place",https://schema.org/Integer,,,,
https://schema.org/maximumEnrollment,maximumEnrollment,,,,https://schema.org/EducationalOccupationalProgram,https://schema.org/Integer,,,,https://pending.schema.org
https://schema.org/maximumIntake,maximumIntake,,,,"https://schema.org/DietarySupplement, https://schema.org/Drug, https://schema.org/DrugStrength, https://schema.org/Substance",https://schema.org/MaximumDoseSchedule,,,,
https://schema.org/maximumPhysicalAttendeeCapacity,maximumPhysicalAttendeeCapacity,,,,https://schema.org/Event,https://schema.org/Integer,,,,https://pending.schema.org
https://schema.org/maximumVirtualAttendeeCapacity,maximumVirtualAttendeeCapacity,,,,https://schema.org/Event,https://schema.org/Integer,,,,https://pending.schema.org
https://schema.org/mealService,mealService,,,,https://schema.org/Flight,https://schema.org/Text,,,,
https://schema.org/measuredProperty,measuredProperty,,,,"https://schema.org/Observation, https://schema.org/StatisticalVariable",https://schema.org/Property,,,,https://pending.schema.org
https://schema.org/measurementDenominator,measurementDenominator,,,,"https://schema.org/Observation, https://schema.org/StatisticalVariable",https://schema.org/StatisticalVariable,,,,https://pending.schema.org
https://schema.org/measurementMethod,measurementMethod,https://schema.org/measurementTechnique,,,"https://schema.org/DataCatalog, https://schema.org/DataDownload, https://schema.org/Dataset, https://schema.org/Observation, https://schema.org/PropertyValue, https://schema.org/StatisticalVariable","https://schema.org/DefinedTerm, https://schema.org/MeasurementMethodEnum, https://schema.org/Text, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/measurementQualifier,measurementQualifier,,,,"https://schema.org/Observation, https://schema.org/StatisticalVariable",https://schema.org/Enumeration,,,,https://pending.schema.org
https://schema.org/measurementTechnique,measurementTechnique,,,https://schema.org/measurementMethod,"https://schema.org/DataCatalog, https://schema.org/DataDownload, https://schema.org/Dataset, https://schema.org/Observation, https://schema.org/PropertyValue, https://schema.org/StatisticalVariable","https://schema.org/DefinedTerm, https://schema.org/MeasurementMethodEnum, https://schema.org/Text, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/mechanismOfAction,mechanismOfAction,,,,"https://schema.org/DietarySupplement, https://schema.org/Drug",https://schema.org/Text,,,,
https://schema.org/mediaAuthenticityCategory,mediaAuthenticityCategory,,,,https://schema.org/MediaReview,https://schema.org/MediaManipulationRatingEnumeration,,,,https://pending.schema.org
https://schema.org/mediaItemAppearance,mediaItemAppearance,,,,https://schema.org/MediaReviewItem,https://schema.org/MediaObject,,,,https://pending.schema.org
https://schema.org/median,median,,,,https://schema.org/QuantitativeValueDistribution,https://schema.org/Number,,,,
https://schema.org/medicalAudience,medicalAudience,,,,https://schema.org/MedicalWebPage,"https://schema.org/MedicalAudience, https://schema.org/MedicalAudienceType",,,,
https://schema.org/medicalSpecialty,medicalSpecialty,,,,"https://schema.org/Hospital, https://schema.org/MedicalClinic, https://schema.org/MedicalOrganization, https://schema.org/Physician",https://schema.org/MedicalSpecialty,,,,
https://schema.org/medicineSystem,medicineSystem,,,,https://schema.org/MedicalEntity,https://schema.org/MedicineSystem,,,,
https://schema.org/meetsEmissionStandard,meetsEmissionStandard,,,,https://schema.org/Vehicle,"https://schema.org/QualitativeValue, https://schema.org/Text, https://schema.org/URL",,,,https://auto.schema.org
https://schema.org/member,member,,,,"https://schema.org/Organization, https://schema.org/ProgramMembership","https://schema.org/Organization, https://schema.org/Person",https://schema.org/memberOf,"https://schema.org/members, https://schema.org/musicGroupMember",,
https://schema.org/memberOf,memberOf,,,https://schema.org/affiliation,"https://schema.org/Organization, https://schema.org/Person","https://schema.org/Organization, https://schema.org/ProgramMembership",https://schema.org/member,,,
https://schema.org/members,members,,,,"https://schema.org/Organization, https://schema.org/ProgramMembership","https://schema.org/Organization, https://schema.org/Person",,,https://schema.org/member,
https://schema.org/membershipNumber,membershipNumber,,,,https://schema.org/ProgramMembership,https://schema.org/Text,,,,
https://schema.org/membershipPointsEarned,membershipPointsEarned,,,,https://schema.org/ProgramMembership,"https://schema.org/Number, https://schema.org/QuantitativeValue",,,,https://pending.schema.org
https://schema.org/memoryRequirements,memoryRequirements,,,,https://schema.org/SoftwareApplication,"https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/mentions,mentions,,,,https://schema.org/CreativeWork,https://schema.org/Thing,,,,
https://schema.org/menu,menu,,,,https://schema.org/FoodEstablishment,"https://schema.org/Menu, https://schema.org/Text, https://schema.org/URL",,,https://schema.org/hasMenu,
https://schema.org/menuAddOn,menuAddOn,,,,https://schema.org/MenuItem,"https://schema.org/MenuItem, https://schema.org/MenuSection",,,,
https://schema.org/merchant,merchant,,,,https://schema.org/Order,"https://schema.org/Organization, https://schema.org/Person",,,https://schema.org/seller,
https://schema.org/merchantReturnDays,merchantReturnDays,,,,"https://schema.org/MerchantReturnPolicy, https://schema.org/MerchantReturnPolicySeasonalOverride","https://schema.org/Date, https://schema.org/DateTime, https://schema.org/Integer",,https://schema.org/productReturnDays,,https://pending.schema.org
https://schema.org/merchantReturnLink,merchantReturnLink,,,,https://schema.org/MerchantReturnPolicy,https://schema.org/URL,,https://schema.org/productReturnLink,,https://pending.schema.org
https://schema.org/messageAttachment,messageAttachment,,,,https://schema.org/Message,https://schema.org/CreativeWork,,,,
https://schema.org/mileageFromOdometer,mileageFromOdometer,,,,https://schema.org/Vehicle,https://schema.org/QuantitativeValue,,,,
https://schema.org/minPrice,minPrice,,,,https://schema.org/PriceSpecification,https://schema.org/Number,,,,
https://schema.org/minValue,minValue,,,,"https://schema.org/MonetaryAmount, https://schema.org/PropertyValue, https://schema.org/PropertyValueSpecification, https://schema.org/QuantitativeValue",https://schema.org/Number,,,,
https://schema.org/minimumPaymentDue,minimumPaymentDue,,,,https://schema.org/Invoice,"https://schema.org/MonetaryAmount, https://schema.org/PriceSpecification",,,,
https://schema.org/missionCoveragePrioritiesPolicy,missionCoveragePrioritiesPolicy,https://schema.org/publishingPrinciples,,,https://schema.org/NewsMediaOrganization,"https://schema.org/CreativeWork, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/mobileUrl,mobileUrl,,,,"https://schema.org/Offer, https://schema.org/Product",https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/model,model,,,,https://schema.org/Product,"https://schema.org/ProductModel, https://schema.org/Text",,,,
https://schema.org/modelDate,modelDate,,,,https://schema.org/Vehicle,https://schema.org/Date,,,,https://auto.schema.org
https://schema.org/modifiedTime,modifiedTime,,,,https://schema.org/Reservation,https://schema.org/DateTime,,,,
https://schema.org/molecularFormula,molecularFormula,,,,https://schema.org/MolecularEntity,https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/molecularWeight,molecularWeight,,,,https://schema.org/MolecularEntity,"https://schema.org/QuantitativeValue, https://schema.org/Text",,,,https://pending.schema.org
https://schema.org/monoisotopicMolecularWeight,monoisotopicMolecularWeight,,,,https://schema.org/MolecularEntity,"https://schema.org/QuantitativeValue, https://schema.org/Text",,,,https://pending.schema.org
https://schema.org/monthlyMinimumRepaymentAmount,monthlyMinimumRepaymentAmount,,,,https://schema.org/PaymentCard,"https://schema.org/MonetaryAmount, https://schema.org/Number",,,,https://pending.schema.org
https://schema.org/monthsOfExperience,monthsOfExperience,,,,https://schema.org/OccupationalExperienceRequirements,https://schema.org/Number,,,,https://pending.schema.org
https://schema.org/mpn,mpn,,,,"https://schema.org/Demand, https://schema.org/Offer, https://schema.org/Product",https://schema.org/Text,,,,
https://schema.org/multipleValues,multipleValues,,,,https://schema.org/PropertyValueSpecification,https://schema.org/Boolean,,,,
https://schema.org/muscleAction,muscleAction,,,,https://schema.org/Muscle,https://schema.org/Text,,,,
https://schema.org/musicArrangement,musicArrangement,,,,https://schema.org/MusicComposition,https://schema.org/MusicComposition,,,,
https://schema.org/musicBy,musicBy,,,,"https://schema.org/Clip, https://schema.org/Episode, https://schema.org/Movie, https://schema.org/MovieSeries, https://schema.org/RadioSeries, https://schema.org/TVSeries, https://schema.org/VideoGame, https://schema.org/VideoGameSeries, https://schema.org/VideoObject","https://schema.org/MusicGroup, https://schema.org/Person",,,,
https://schema.org/musicCompositionForm,musicCompositionForm,,,,https://schema.org/MusicComposition,https://schema.org/Text,,,,
https://schema.org/musicGroupMember,musicGroupMember,,,,https://schema.org/MusicGroup,https://schema.org/Person,,,https://schema.org/member,
https://schema.org/musicReleaseFormat,musicReleaseFormat,,,,https://schema.org/MusicRelease,https://schema.org/MusicReleaseFormatType,,,,
https://schema.org/musicalKey,musicalKey,,,,https://schema.org/MusicComposition,https://schema.org/Text,,,,
https://schema.org/naics,naics,,,,"https://schema.org/Organization, https://schema.org/Person",https://schema.org/Text,,,,
https://schema.org/name,name,http://www.w3.org/2000/01/rdf-schema#label,http://purl.org/dc/terms/title,,https://schema.org/Thing,https://schema.org/Text,,,,
https://schema.org/namedPosition,namedPosition,,,,https://schema.org/Role,"https://schema.org/Text, https://schema.org/URL",,,https://schema.org/roleName,
https://schema.org/nationality,nationality,,,,https://schema.org/Person,https://schema.org/Country,,,,
https://schema.org/naturalProgression,naturalProgression,,,,https://schema.org/MedicalCondition,https://schema.org/Text,,,,
https://schema.org/negativeNotes,negativeNotes,,,,"https://schema.org/Product, https://schema.org/Review","https://schema.org/ItemList, https://schema.org/ListItem, https://schema.org/Text, https://schema.org/WebContent",,,,https://pending.schema.org
https://schema.org/nerve,nerve,,,,https://schema.org/Muscle,https://schema.org/Nerve,,,,
https://schema.org/nerveMotor,nerveMotor,,,,https://schema.org/Nerve,https://schema.org/Muscle,,,,
https://schema.org/netWorth,netWorth,,,,https://schema.org/Person,"https://schema.org/MonetaryAmount, https://schema.org/PriceSpecification",,,,
https://schema.org/newsUpdatesAndGuidelines,newsUpdatesAndGuidelines,,,,https://schema.org/SpecialAnnouncement,"https://schema.org/URL, https://schema.org/WebContent",,,,https://pending.schema.org
https://schema.org/nextItem,nextItem,,,,https://schema.org/ListItem,https://schema.org/ListItem,,,,
https://schema.org/noBylinesPolicy,noBylinesPolicy,https://schema.org/publishingPrinciples,,,https://schema.org/NewsMediaOrganization,"https://schema.org/CreativeWork, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/nonEqual,nonEqual,,,,https://schema.org/QualitativeValue,https://schema.org/QualitativeValue,,,,
https://schema.org/nonProprietaryName,nonProprietaryName,,,,"https://schema.org/DietarySupplement, https://schema.org/Drug",https://schema.org/Text,,,,
https://schema.org/nonprofitStatus,nonprofitStatus,,,,https://schema.org/Organization,https://schema.org/NonprofitType,,,,https://pending.schema.org
https://schema.org/normalRange,normalRange,,,,https://schema.org/MedicalTest,"https://schema.org/MedicalEnumeration, https://schema.org/Text",,,,
https://schema.org/nsn,nsn,https://schema.org/identifier,,,https://schema.org/Product,https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/numAdults,numAdults,,,,https://schema.org/LodgingReservation,"https://schema.org/Integer, https://schema.org/QuantitativeValue",,,,
https://schema.org/numChildren,numChildren,,,,https://schema.org/LodgingReservation,"https://schema.org/Integer, https://schema.org/QuantitativeValue",,,,
https://schema.org/numConstraints,numConstraints,,,,https://schema.org/ConstraintNode,https://schema.org/Integer,,,,https://pending.schema.org
https://schema.org/numTracks,numTracks,,,,https://schema.org/MusicPlaylist,https://schema.org/Integer,,,,
https://schema.org/numberOfAccommodationUnits,numberOfAccommodationUnits,,,,"https://schema.org/ApartmentComplex, https://schema.org/FloorPlan",https://schema.org/QuantitativeValue,,,,https://pending.schema.org
https://schema.org/numberOfAirbags,numberOfAirbags,,,,https://schema.org/Vehicle,"https://schema.org/Number, https://schema.org/Text",,,,
https://schema.org/numberOfAvailableAccommodationUnits,numberOfAvailableAccommodationUnits,,,,"https://schema.org/ApartmentComplex, https://schema.org/FloorPlan",https://schema.org/QuantitativeValue,,,,https://pending.schema.org
https://schema.org/numberOfAxles,numberOfAxles,,,,https://schema.org/Vehicle,"https://schema.org/Number, https://schema.org/QuantitativeValue",,,,
https://schema.org/numberOfBathroomsTotal,numberOfBathroomsTotal,,,,"https://schema.org/Accommodation, https://schema.org/FloorPlan",https://schema.org/Integer,,,,https://pending.schema.org
https://schema.org/numberOfBedrooms,numberOfBedrooms,,,,"https://schema.org/Accommodation, https://schema.org/ApartmentComplex, https://schema.org/FloorPlan","https://schema.org/Number, https://schema.org/QuantitativeValue",,,,https://pending.schema.org
https://schema.org/numberOfBeds,numberOfBeds,,,,https://schema.org/BedDetails,https://schema.org/Number,,,,
https://schema.org/numberOfCredits,numberOfCredits,,,,"https://schema.org/Course, https://schema.org/EducationalOccupationalProgram","https://schema.org/Integer, https://schema.org/StructuredValue",,,,https://pending.schema.org
https://schema.org/numberOfDoors,numberOfDoors,,,,https://schema.org/Vehicle,"https://schema.org/Number, https://schema.org/QuantitativeValue",,,,
https://schema.org/numberOfEmployees,numberOfEmployees,,,,"https://schema.org/BusinessAudience, https://schema.org/Organization",https://schema.org/QuantitativeValue,,,,
https://schema.org/numberOfEpisodes,numberOfEpisodes,,,,"https://schema.org/CreativeWorkSeason, https://schema.org/RadioSeries, https://schema.org/TVSeries, https://schema.org/VideoGameSeries",https://schema.org/Integer,,,,
https://schema.org/numberOfForwardGears,numberOfForwardGears,,,,https://schema.org/Vehicle,"https://schema.org/Number, https://schema.org/QuantitativeValue",,,,
https://schema.org/numberOfFullBathrooms,numberOfFullBathrooms,,,,"https://schema.org/Accommodation, https://schema.org/FloorPlan",https://schema.org/Number,,,,https://pending.schema.org
https://schema.org/numberOfItems,numberOfItems,,,,https://schema.org/ItemList,https://schema.org/Integer,,,,
https://schema.org/numberOfLoanPayments,numberOfLoanPayments,,,,https://schema.org/RepaymentSpecification,https://schema.org/Number,,,,https://pending.schema.org
https://schema.org/numberOfPages,numberOfPages,,,,https://schema.org/Book,https://schema.org/Integer,,,,
https://schema.org/numberOfPartialBathrooms,numberOfPartialBathrooms,,,,"https://schema.org/Accommodation, https://schema.org/FloorPlan",https://schema.org/Number,,,,https://pending.schema.org
https://schema.org/numberOfPlayers,numberOfPlayers,,,,"https://schema.org/Game, https://schema.org/VideoGameSeries",https://schema.org/QuantitativeValue,,,,
https://schema.org/numberOfPreviousOwners,numberOfPreviousOwners,,,,https://schema.org/Vehicle,"https://schema.org/Number, https://schema.org/QuantitativeValue",,,,
https://schema.org/numberOfRooms,numberOfRooms,,,,"https://schema.org/Accommodation, https://schema.org/Apartment, https://schema.org/FloorPlan, https://schema.org/House, https://schema.org/LodgingBusiness, https://schema.org/SingleFamilyResidence, https://schema.org/Suite","https://schema.org/Number, https://schema.org/QuantitativeValue",,,,
https://schema.org/numberOfSeasons,numberOfSeasons,,,,"https://schema.org/RadioSeries, https://schema.org/TVSeries, https://schema.org/VideoGameSeries",https://schema.org/Integer,,,,
https://schema.org/numberedPosition,numberedPosition,,,,https://schema.org/OrganizationRole,https://schema.org/Number,,,,
https://schema.org/nutrition,nutrition,,,,"https://schema.org/MenuItem, https://schema.org/Recipe",https://schema.org/NutritionInformation,,,,
https://schema.org/object,object,,,"https://schema.org/actionOption, https://schema.org/candidate, https://schema.org/collection, https://schema.org/followee, https://schema.org/option, https://schema.org/question, https://schema.org/replacee, https://schema.org/replacer, https://schema.org/targetCollection",https://schema.org/Action,https://schema.org/Thing,,,,
https://schema.org/observationAbout,observationAbout,,,,https://schema.org/Observation,"https://schema.org/Place, https://schema.org/Thing",,,,https://pending.schema.org
https://schema.org/observationDate,observationDate,,,,https://schema.org/Observation,https://schema.org/DateTime,,,,https://pending.schema.org
https://schema.org/observationPeriod,observationPeriod,,,,https://schema.org/Observation,https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/occupancy,occupancy,,,,"https://schema.org/Accommodation, https://schema.org/Apartment, https://schema.org/HotelRoom, https://schema.org/SingleFamilyResidence, https://schema.org/Suite",https://schema.org/QuantitativeValue,,,,
https://schema.org/occupationLocation,occupationLocation,,,,https://schema.org/Occupation,https://schema.org/AdministrativeArea,,,,
https://schema.org/occupationalCategory,occupationalCategory,,,,"https://schema.org/EducationalOccupationalProgram, https://schema.org/JobPosting, https://schema.org/Occupation, https://schema.org/Physician, https://schema.org/WorkBasedProgram","https://schema.org/CategoryCode, https://schema.org/Text",,,,https://pending.schema.org
https://schema.org/occupationalCredentialAwarded,occupationalCredentialAwarded,,,,"https://schema.org/Course, https://schema.org/EducationalOccupationalProgram","https://schema.org/EducationalOccupationalCredential, https://schema.org/Text, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/offerCount,offerCount,,,,https://schema.org/AggregateOffer,https://schema.org/Integer,,,,
https://schema.org/offeredBy,offeredBy,,,,https://schema.org/Offer,"https://schema.org/Organization, https://schema.org/Person",https://schema.org/makesOffer,,,
https://schema.org/offers,offers,,,,"https://schema.org/AggregateOffer, https://schema.org/CreativeWork, https://schema.org/EducationalOccupationalProgram, https://schema.org/Event, https://schema.org/MenuItem, https://schema.org/Product, https://schema.org/Service, https://schema.org/Trip","https://schema.org/Demand, https://schema.org/Offer",https://schema.org/itemOffered,,,
https://schema.org/offersPrescriptionByMail,offersPrescriptionByMail,,,,https://schema.org/HealthPlanFormulary,https://schema.org/Boolean,,,,https://pending.schema.org
https://schema.org/openingHours,openingHours,,,,"https://schema.org/CivicStructure, https://schema.org/LocalBusiness",https://schema.org/Text,,,,
https://schema.org/openingHoursSpecification,openingHoursSpecification,,,,https://schema.org/Place,https://schema.org/OpeningHoursSpecification,,,,
https://schema.org/opens,opens,,,,https://schema.org/OpeningHoursSpecification,https://schema.org/Time,,,,
https://schema.org/operatingSystem,operatingSystem,,,,https://schema.org/SoftwareApplication,https://schema.org/Text,,,,
https://schema.org/opponent,opponent,https://schema.org/participant,,,https://schema.org/ExerciseAction,https://schema.org/Person,,,,
https://schema.org/option,option,https://schema.org/object,,,https://schema.org/ChooseAction,"https://schema.org/Text, https://schema.org/Thing",,,https://schema.org/actionOption,
https://schema.org/orderDate,orderDate,,,,https://schema.org/Order,"https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/orderDelivery,orderDelivery,,,,"https://schema.org/Order, https://schema.org/OrderItem",https://schema.org/ParcelDelivery,,,,
https://schema.org/orderItemNumber,orderItemNumber,,,,https://schema.org/OrderItem,https://schema.org/Text,,,,
https://schema.org/orderItemStatus,orderItemStatus,,,,https://schema.org/OrderItem,https://schema.org/OrderStatus,,,,
https://schema.org/orderNumber,orderNumber,https://schema.org/identifier,,,https://schema.org/Order,https://schema.org/Text,,,,
https://schema.org/orderQuantity,orderQuantity,,,,https://schema.org/OrderItem,https://schema.org/Number,,,,
https://schema.org/orderStatus,orderStatus,,,,https://schema.org/Order,https://schema.org/OrderStatus,,,,
https://schema.org/orderedItem,orderedItem,,,,"https://schema.org/Order, https://schema.org/OrderItem","https://schema.org/OrderItem, https://schema.org/Product, https://schema.org/Service",,,,
https://schema.org/organizer,organizer,,,,https://schema.org/Event,"https://schema.org/Organization, https://schema.org/Person",,,,
https://schema.org/originAddress,originAddress,,,,https://schema.org/ParcelDelivery,https://schema.org/PostalAddress,,,,
https://schema.org/originalMediaContextDescription,originalMediaContextDescription,https://schema.org/description,,,https://schema.org/MediaReview,https://schema.org/Text,,,,https://pending.schema.org
https://schema.org/originalMediaLink,originalMediaLink,,,,https://schema.org/MediaReview,"https://schema.org/MediaObject, https://schema.org/URL, https://schema.org/WebPage",,,,https://pending.schema.org
https://schema.org/originatesFrom,originatesFrom,,,,https://schema.org/LymphaticVessel,https://schema.org/Vessel,,,,
https://schema.org/overdosage,overdosage,,,,https://schema.org/Drug,https://schema.org/Text,,,,
https://schema.org/ownedFrom,ownedFrom,,,,https://schema.org/OwnershipInfo,https://schema.org/DateTime,,,,
https://schema.org/ownedThrough,ownedThrough,,,,https://schema.org/OwnershipInfo,https://schema.org/DateTime,,,,
https://schema.org/ownershipFundingInfo,ownershipFundingInfo,https://schema.org/publishingPrinciples,,,"https://schema.org/NewsMediaOrganization, https://schema.org/Organization","https://schema.org/AboutPage, https://schema.org/CreativeWork, https://schema.org/Text, https://schema.org/URL",,,,https://pending.schema.org
https://schema.org/owns,owns,,,,"https://schema.org/Organization, https://schema.org/Person","https://schema.org/OwnershipInfo, https://schema.org/Product",,,,
https://schema.org/pageEnd,pageEnd,,http://purl.org/ontology/bibo/pageEnd,,"https://schema.org/Article, https://schema.org/Chapter, https://schema.org/PublicationIssue, https://schema.org/PublicationVolume","https://schema.org/Integer, https://schema.org/Text",,,,
https://schema.org/pageStart,pageStart,,http://purl.org/ontology/bibo/pageStart,,"https://schema.org/Article, https://schema.org/Chapter, https://schema.org/PublicationIssue, https://schema.org/PublicationVolume","https://schema.org/Integer, https://schema.org/Text",,,,
https://schema.org/pagination,pagination,,http://purl.org/ontology/bibo/pages,,"https://schema.org/Article, https://schema.org/Chapter, https://schema.org/PublicationIssue, https://schema.org/PublicationVolume",https://schema.org/Text,,,,
https://schema.org/parent,parent,,,,https://schema.org/Person,https://schema.org/Person,,https://schema.org/parents,,
https://schema.org/parentItem,parentItem,,,,"https://schema.org/Answer, https://schema.org/Comment, https://schema.org/Question","https://schema.org/Comment, https://schema.org/CreativeWork",,,,
https://schema.org/parentOrganization,parentOrganization,,,,https://schema.org/Organization,https://schema.org/Organization,https://schema.org/subOrganization,https://schema.org/branchOf,,
https://schema.org/parentService,parentService,,,,https://schema.org/BroadcastService,https://schema.org/BroadcastService,,,,
https://schema.org/parentTaxon,parentTaxon,,,,https://schema.org/Taxon,"https://schema.org/Taxon, https://schema.org/Text, https://schema.org/URL",https://schema.org/childTaxon,,,https://pending.schema.org
https://schema.org/parents,parents,,,,https://schema.org/Person,https://schema.org/Person,,,https://schema.org/parent,
https://schema.org/partOfEpisode,partOfEpisode,https://schema.org/isPartOf,,,https://schema.org/Clip,https://schema.org/Episode,,,,
https://schema.org/partOfInvoice,partOfInvoice,,,,https://schema.org/Order,https://schema.org/Invoice,,,,
https://schema.org/partOfOrder,partOfOrder,,,,https://schema.org/ParcelDelivery,https://schema.org/Order,,,,
https://schema.org/partOfSeason,partOfSeason,https://schema.org/isPartOf,,,"https://schema.org/Clip, https://schema.org/Episode",https://schema.org/CreativeWorkSeason,,,,
